name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL
ln8979259-1,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391138]]",0.213587093,l2990828,l2841619,3,"{'b', 'c', 'a'}",False,False,12.47
ln5593219-1,line,3,"[[0.6608697905171503, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442795, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391139]]",0.079354415,m1089189,l2841619,3,"{'b', 'c', 'a'}",False,False,12.47
ln6229790-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.066318413,m1089188,m1089189,3,"{'b', 'c', 'a'}",False,False,12.47
ln6301089-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.193804572,m1089187,m1089188,3,"{'b', 'c', 'a'}",False,False,12.47
ln6311089-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.054938793,m1089187,m1089186,3,"{'b', 'c', 'a'}",False,False,12.47
dg1089lng_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,m1089der480-1,m1089-lng1,3,"{'b', 'c', 'a'}",True,False,0.48
ln6380807-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391136]]",0.334280956,l2822863,m1089187,3,"{'b', 'c', 'a'}",False,False,12.47
ln5865230-1,line,3,"[[0.6608697905171501, 0.1374993192957336, 0.1420664552636316], [0.1374993192957336, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695663]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.133884398,m1089177,l2822863,3,"{'b', 'c', 'a'}",False,False,12.47
ln5806917-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.049250637,e182723,m1089177,3,"{'b', 'c', 'a'}",False,False,12.47
a333_48332_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,d5746546-1_int,e182723,3,"{'b', 'c', 'a'}",True,True,12.47
ln5746546-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.032040317,l2935551,d5746546-1_int,3,"{'b', 'c', 'a'}",False,False,12.47
ln5532741-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.060857652,m1089173,l2935551,3,"{'b', 'c', 'a'}",False,False,12.47
ln5562923-1,line,3,"[[0.6608697905171503, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.029566075,m1089173,m1089174,3,"{'b', 'c', 'a'}",False,False,12.47
ln05534967_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,m1089174,d5534967-1_int,3,"{'b', 'c', 'a'}",True,False,12.47
ln5534967-1,line,3,"[[0.6608697905171501, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.10608533,d5534967-1_int,p827501,3,"{'b', 'c', 'a'}",False,False,12.47
ln6231992-3,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.004305831,p827501,n1140516,3,"{'b', 'c', 'a'}",False,False,12.47
ln6231992-2,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.1259863,n1140516,m1089176,3,"{'b', 'c', 'a'}",False,False,12.47
ln6138600-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.069326162,m1089176,m1089179,3,"{'b', 'c', 'a'}",False,False,12.47
ln5835133-1,line,3,"[[0.6608697905171502, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.1138171,m1089179,m1069451,3,"{'b', 'c', 'a'}",False,False,12.47
ln5744369-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695663]]","[[0.8699472295442793, 0.3885791265977958, 0.36611538442458147], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.36611538442458147, 0.4059533554837233, 0.8673003155391136]]",0.20518947,m1069451,l2804282,3,"{'b', 'c', 'a'}",False,False,12.47
ln5714075-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853144, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.081400648,l2804282,l3104154,3,"{'b', 'c', 'a'}",False,False,12.47
ln5859993-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391136]]",0.040423174,l3104154,l3104155,3,"{'b', 'c', 'a'}",False,False,12.47
ln5562961-1,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.063737975,l3104155,m1069456,3,"{'b', 'c', 'a'}",False,False,12.47
ln5837361-7,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.022670171,m1069456,n1147867,3,"{'b', 'c', 'a'}",False,False,12.47
ln5837361-8,line,3,"[[0.6608697905171501, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.00591651,n1147867,d5837361-8_int,3,"{'b', 'c', 'a'}",False,False,12.47
v7995_48332_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,d5837361-8_int,e182745,3,"{'b', 'c', 'a'}",True,False,12.47
ln6352701-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.010942281,m1069457,e182745,3,"{'b', 'c', 'a'}",False,False,12.47
ln5956460-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530389]]",0.090175336,l2879062,m1089173,1,{'c'},False,False,12.47
tsw320328_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]",0.001,d6320328-1_int,l2879062,1,{'c'},True,True,12.47
ln6320328-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.677230732496575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.1700257,m1089170,d6320328-1_int,1,{'c'},False,False,12.47
ln6320327-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.17393541,l2748128,m1089170,1,{'c'},False,False,12.47
ln5804789-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883674]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.043027603,m1089165,l2748128,1,{'c'},False,False,12.47
ln5472348-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595092]]",0.25799577,m1089162,m1089165,1,{'c'},False,False,12.47
ln5956459-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.17992968,m1089158,m1089162,1,{'c'},False,False,12.47
ln5562921-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.10182979,m1089155,m1089158,1,{'c'},False,False,12.47
ln6199558-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965754]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.1272712,m1108361,m1089155,1,{'c'},False,False,12.47
ln5835174-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530387]]",0.19593419,l3048205,m1108361,1,{'c'},False,False,12.47
ln5895772-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.08518323,m1108353,l3048205,1,{'c'},False,False,12.47
ln5472349-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.12437427,m1108344,m1108353,1,{'c'},False,False,12.47
ln5744333-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883674]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.069981853,m1108340,m1108344,1,{'c'},False,False,12.47
ln5625542-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.20055145,m1108335,m1108340,1,{'c'},False,False,12.47
ln5896843-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.16548162,m1108331,m1108335,1,{'c'},False,False,12.47
ln6015795-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883674]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.14570188,l2767414,m1108331,1,{'c'},False,False,12.47
ln6076248-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512114]]",0.03644873,m1108328,l2767414,1,{'c'},False,False,12.47
ln5531334-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.05542785,l2820590,m1108328,1,{'c'},False,False,12.47
ln5591814-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6338162917567176]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.896829709606478]]",0.066771557,m1108317,l2820590,1,{'c'},False,False,12.47
ln0141147_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]",0.001,d6141147-1_int,m1108317,1,{'c'},True,False,12.47
ln6141147-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.074929376,196-35541,d6141147-1_int,1,{'c'},False,False,12.47
ln5686489-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883674]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.008384198,m1108316,196-35541,1,{'c'},False,False,12.47
ln6351523-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.015067643,n1230121,m1108316,1,{'c'},False,False,12.47
ln6351523-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595092]]",0.009108856,m1108315,n1230121,1,{'c'},False,False,12.47
ln0504020-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.3502585204185219], [0.3082706578745229, 0.3502585204185219, 0.6920213416170083]]",0.025879293,m3032980,m3032981,3,"{'b', 'c', 'a'}",False,False,12.47
ln0504019_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,m3032981,d6504019-6_int,3,"{'b', 'c', 'a'}",True,False,12.47
ln6504019-6,line,3,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.11074699310270611], [0.11353849004463121, 0.11074699310270611, 0.27169827938724384]]","[[0.6959739725759837, 0.33350978598678477, 0.30827065787452296], [0.33350978598678477, 0.7087291002604086, 0.35025852041852196], [0.30827065787452296, 0.35025852041852196, 0.6920213416170082]]",0.16040988,d6504019-6_int,m1186065,3,"{'b', 'c', 'a'}",False,False,12.47
ln5927383-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759837, 0.3335097859867847, 0.30827065787452296], [0.3335097859867847, 0.7087291002604086, 0.350258520418522], [0.30827065787452296, 0.350258520418522, 0.6920213416170083]]",0.069089863,m1186065,m1186064,3,"{'b', 'c', 'a'}",False,False,12.47
